KAURIITEMCODE,BRAND,SHORTDESCRIPTION,CURRENCY,EARLYORDERPRICING,STANDARDPRICING,EARLYORDERPRICETOCUSTOMERAUS,STANDARDPRICETOCUSTOMERAUS,EARLYORDERPRICETOCUSTOMERNZ,STANDARDPRICETOCUSTOMERNZ,SIZE,SEASONING,BENDING,TOASTING,GRAIN,OAK,TERMS,BARRELMARKINGS1,BARRELMARKINGS2,LABELLINEI,LABELLINE2,LABELLINE3,LABELLINE4,LABELLINE5,LONGBARRELCODE,FULLDESCRIPTION,CURRENTLYAVAILABLE
9227,Saury Bourgogne FG,KT BGF 3yr Cru TH,Euro,1100,1122,1570,1620,1525,1560,Botte 400L,3yr,Fire,Cru TH,fine,French Oak,ex W,Bourgogne,3yr Cru TH,9227,Saury Bourgogne,French Oak,KT BGF 3yr Cru TH,customer name,Saury Bourgogne FG 400L 3yr Cru TH,Saury Bourgogne FG French Oak Botte 400L 3yr Fire Cru TH,Y
9222,Saury Bourgogne FG,KT BGF 3yr Imm House,Euro,1100,1122,1550,1600,1505,1540,Botte 400L,3yr,Immersion,House,fine,French Oak,ex W,Bourgogne,3yr Immersion House,9222,Saury Bourgogne,French Oak,KT BGF 3yr Imm House,customer name,Saury Bourgogne FG 400L 3yr Imm House,Saury Bourgogne FG French Oak Botte 400L 3yr Immersion House,Y
9223,Saury Bourgogne FG,KT BGF 3yr Imm House TH,Euro,1100,1122,1570,1620,1525,1560,Botte 400L,3yr,Immersion,House TH,fine,French Oak,ex W,Bourgogne,3yr Immersion House TH,9223,Saury Bourgogne,French Oak,KT BGF 3yr Imm House TH,customer name,Saury Bourgogne FG 400L 3yr Imm House TH,Saury Bourgogne FG French Oak Botte 400L 3yr Immersion House TH,Y
9224,Saury Bourgogne FG,KT BGF 3yr Imm ML ,Euro,1100,1122,1550,1600,1505,1540,Botte 400L,3yr,Immersion,Med Long,fine,French Oak,ex W,Bourgogne,3yr Immersion ML ,9224,Saury Bourgogne,French Oak,KT BGF 3yr Imm ML ,customer name,Saury Bourgogne FG 400L 3yr Imm ML ,Saury Bourgogne FG French Oak Botte 400L 3yr Immersion Med Long,Y
9225,Saury Bourgogne FG,KT BGF 3yr Imm ML TH,Euro,1100,1122,1570,1620,1525,1560,Botte 400L,3yr,Immersion,Med Long TH,fine,French Oak,ex W,Bourgogne,3yr Immersion ML TH,9225,Saury Bourgogne,French Oak,KT BGF 3yr Imm ML TH,customer name,Saury Bourgogne FG 400L 3yr Imm ML TH,Saury Bourgogne FG French Oak Botte 400L 3yr Immersion Med Long TH,Y
7739,Saury Bourgogne,CT BG 3yr House,Euro,1215,1236,1750,1805,1680,1720,Puncheon 500L,3yr,Fire,House,mid-fine,French Oak,ex W,Bourgogne,3yr House,7739,Saury Bourgogne,French Oak,CT BG 3yr House,customer name,Saury Bourgogne 500L 3yr House,Saury Bourgogne French Oak Puncheon 500L 3yr Fire House,Y
7752,Saury Bourgogne,CT BG 3yr House TH,Euro,1215,1236,1770,1825,1700,1740,Puncheon 500L,3yr,Fire,House TH,mid-fine,French Oak,ex W,Bourgogne,3yr House TH,7752,Saury Bourgogne,French Oak,CT BG 3yr House TH,customer name,Saury Bourgogne 500L 3yr House TH,Saury Bourgogne French Oak Puncheon 500L 3yr Fire House TH,Y
7737,Saury Bourgogne,CT BG 3yr ML ,Euro,1215,1236,1750,1805,1680,1720,Puncheon 500L,3yr,Fire,Med Long,mid-fine,French Oak,ex W,Bourgogne,3yr ML ,7737,Saury Bourgogne,French Oak,CT BG 3yr ML ,customer name,Saury Bourgogne 500L 3yr ML ,Saury Bourgogne French Oak Puncheon 500L 3yr Fire Med Long,Y
7753,Saury Bourgogne,CT BG 3yr ML TH,Euro,1215,1236,1770,1825,1700,1740,Puncheon 500L,3yr,Fire,Med Long TH,mid-fine,French Oak,ex W,Bourgogne,3yr ML TH,7753,Saury Bourgogne,French Oak,CT BG 3yr ML TH,customer name,Saury Bourgogne 500L 3yr ML TH,Saury Bourgogne French Oak Puncheon 500L 3yr Fire Med Long TH,Y
7491,Saury Bourgogne,CT BG 3yr Cru,Euro,1215,1236,1750,1805,1680,1720,Puncheon 500L,3yr,Fire,Cru,mid-fine,French Oak,ex W,Bourgogne,3yr Cru,7491,Saury Bourgogne,French Oak,CT BG 3yr Cru,customer name,Saury Bourgogne 500L 3yr Cru,Saury Bourgogne French Oak Puncheon 500L 3yr Fire Cru,Y
7492,Saury Bourgogne,CT BG 3yr Cru TH,Euro,1215,1236,1770,1825,1700,1740,Puncheon 500L,3yr,Fire,Cru TH,mid-fine,French Oak,ex W,Bourgogne,3yr Cru TH,7492,Saury Bourgogne,French Oak,CT BG 3yr Cru TH,customer name,Saury Bourgogne 500L 3yr Cru TH,Saury Bourgogne French Oak Puncheon 500L 3yr Fire Cru TH,Y
7548,Saury Bourgogne,CT BG 3yr Cru+,Euro,1215,1236,1750,1805,1680,1720,Puncheon 500L,3yr,Fire,Cru+,mid-fine,French Oak,ex W,Bourgogne,3yr Cru+,7548,Saury Bourgogne,French Oak,CT BG 3yr Cru+,customer name,Saury Bourgogne 500L 3yr Cru+,Saury Bourgogne French Oak Puncheon 500L 3yr Fire Cru+,Y
7549,Saury Bourgogne,CT BG 3yr Cru+ TH,Euro,1215,1236,1770,1825,1700,1740,Puncheon 500L,3yr,Fire,Cru+ TH,mid-fine,French Oak,ex W,Bourgogne,3yr Cru+ TH,7549,Saury Bourgogne,French Oak,CT BG 3yr Cru+ TH,customer name,Saury Bourgogne 500L 3yr Cru+ TH,Saury Bourgogne French Oak Puncheon 500L 3yr Fire Cru+ TH,Y
6794,Saury Bourgogne,CT BG 3yr Imm House,Euro,1215,1236,1750,1805,1680,1720,Puncheon 500L,3yr,Immersion,House,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion House,6794,Saury Bourgogne,French Oak,CT BG 3yr Imm House,customer name,Saury Bourgogne 500L 3yr Imm House,Saury Bourgogne French Oak Puncheon 500L 3yr Immersion House,Y
6795,Saury Bourgogne,CT BG 3yr Imm House TH,Euro,1215,1236,1770,1825,1700,1740,Puncheon 500L,3yr,Immersion,House TH,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion House TH,6795,Saury Bourgogne,French Oak,CT BG 3yr Imm House TH,customer name,Saury Bourgogne 500L 3yr Imm House TH,Saury Bourgogne French Oak Puncheon 500L 3yr Immersion House TH,Y
7730,Saury Bourgogne,CT BG 3yr Imm ML ,Euro,1215,1236,1750,1805,1680,1720,Puncheon 500L,3yr,Immersion,Med Long,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion ML ,7730,Saury Bourgogne,French Oak,CT BG 3yr Imm ML ,customer name,Saury Bourgogne 500L 3yr Imm ML ,Saury Bourgogne French Oak Puncheon 500L 3yr Immersion Med Long,Y
7731,Saury Bourgogne,CT BG 3yr Imm ML TH,Euro,1215,1236,1770,1825,1700,1740,Puncheon 500L,3yr,Immersion,Med Long TH,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion ML TH,7731,Saury Bourgogne,French Oak,CT BG 3yr Imm ML TH,customer name,Saury Bourgogne 500L 3yr Imm ML TH,Saury Bourgogne French Oak Puncheon 500L 3yr Immersion Med Long TH,Y
7493,Saury Bourgogne,CT BG 3yr Imm Cru,Euro,1215,1236,1750,1805,1680,1720,Puncheon 500L,3yr,Immersion,Cru,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion Cru,7493,Saury Bourgogne,French Oak,CT BG 3yr Imm Cru,customer name,Saury Bourgogne 500L 3yr Imm Cru,Saury Bourgogne French Oak Puncheon 500L 3yr Immersion Cru,Y
7494,Saury Bourgogne,CT BG 3yr Imm Cru TH,Euro,1215,1236,1770,1825,1700,1740,Puncheon 500L,3yr,Immersion,Cru TH,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion Cru TH,7494,Saury Bourgogne,French Oak,CT BG 3yr Imm Cru TH,customer name,Saury Bourgogne 500L 3yr Imm Cru TH,Saury Bourgogne French Oak Puncheon 500L 3yr Immersion Cru TH,Y
7551,Saury Bourgogne,CT BG 3yr Imm Cru+,Euro,1215,1236,1750,1805,1680,1720,Puncheon 500L,3yr,Immersion,Cru+,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion Cru+,7551,Saury Bourgogne,French Oak,CT BG 3yr Imm Cru+,customer name,Saury Bourgogne 500L 3yr Imm Cru+,Saury Bourgogne French Oak Puncheon 500L 3yr Immersion Cru+,Y
7552,Saury Bourgogne,CT BG 3yr Imm Cru+ TH,Euro,1215,1236,1770,1825,1700,1740,Puncheon 500L,3yr,Immersion,Cru+ TH,mid-fine,French Oak,ex W,Bourgogne,3yr Immersion Cru+ TH,7552,Saury Bourgogne,French Oak,CT BG 3yr Imm Cru+ TH,customer name,Saury Bourgogne 500L 3yr Imm Cru+ TH,Saury Bourgogne French Oak Puncheon 500L 3yr Immersion Cru+ TH,Y
6796,Saury Bourgogne FG,CT BGF 3yr House,Euro,1300,1327,1895,1950,1825,1870,Puncheon 500L,3yr,Fire,House,fine,French Oak,ex W,Bourgogne,FG 3yr House,6796,Saury Bourgogne,French Oak,CT BGF 3yr House,customer name,Saury Bourgogne FG 500L 3yr House,Saury Bourgogne FG French Oak Puncheon 500L 3yr Fire House,Y
6797,Saury Bourgogne FG,CT BGF 3yr House TH,Euro,1300,1327,1915,1970,1845,1890,Puncheon 500L,3yr,Fire,House TH,fine,French Oak,ex W,Bourgogne,FG 3yr House TH,6797,Saury Bourgogne,French Oak,CT BGF 3yr House TH,customer name,Saury Bourgogne FG 500L 3yr House TH,Saury Bourgogne FG French Oak Puncheon 500L 3yr Fire House TH,Y
6798,Saury Bourgogne FG,CT BGF 3yr ML ,Euro,1300,1327,1895,1950,1825,1870,Puncheon 500L,3yr,Fire,Med Long,fine,French Oak,ex W,Bourgogne,FG 3yr ML ,6798,Saury Bourgogne,French Oak,CT BGF 3yr ML ,customer name,Saury Bourgogne FG 500L 3yr ML ,Saury Bourgogne FG French Oak Puncheon 500L 3yr Fire Med Long,Y
6799,Saury Bourgogne FG,CT BGF 3yr ML TH,Euro,1300,1327,1915,1970,1845,1890,Puncheon 500L,3yr,Fire,Med Long TH,fine,French Oak,ex W,Bourgogne,FG 3yr ML TH,6799,Saury Bourgogne,French Oak,CT BGF 3yr ML TH,customer name,Saury Bourgogne FG 500L 3yr ML TH,Saury Bourgogne FG French Oak Puncheon 500L 3yr Fire Med Long TH,Y
7496,Saury Bourgogne FG,CT BGF 3yr Cru,Euro,1300,1327,1895,1950,1825,1870,Puncheon 500L,3yr,Fire,Cru,fine,French Oak,ex W,Bourgogne,FG 3yr Cru,7496,Saury Bourgogne,French Oak,CT BGF 3yr Cru,customer name,Saury Bourgogne FG 500L 3yr Cru,Saury Bourgogne FG French Oak Puncheon 500L 3yr Fire Cru,Y
7497,Saury Bourgogne FG,CT BGF 3yr Cru TH,Euro,1300,1327,1915,1970,1845,1890,Puncheon 500L,3yr,Fire,Cru TH,fine,French Oak,ex W,Bourgogne,FG 3yr Cru TH,7497,Saury Bourgogne,French Oak,CT BGF 3yr Cru TH,customer name,Saury Bourgogne FG 500L 3yr Cru TH,Saury Bourgogne FG French Oak Puncheon 500L 3yr Fire Cru TH,Y
7553,Saury Bourgogne FG,CT BGF 3yr Cru+,Euro,1300,1327,1895,1950,1825,1870,Puncheon 500L,3yr,Fire,Cru+,fine,French Oak,ex W,Bourgogne,FG 3yr Cru+,7553,Saury Bourgogne,French Oak,CT BGF 3yr Cru+,customer name,Saury Bourgogne FG 500L 3yr Cru+,Saury Bourgogne FG French Oak Puncheon 500L 3yr Fire Cru+,Y
7554,Saury Bourgogne FG,CT BGF 3yr Cru+ TH,Euro,1300,1327,1915,1970,1845,1890,Puncheon 500L,3yr,Fire,Cru+ TH,fine,French Oak,ex W,Bourgogne,FG 3yr Cru+ TH,7554,Saury Bourgogne,French Oak,CT BGF 3yr Cru+ TH,customer name,Saury Bourgogne FG 500L 3yr Cru+ TH,Saury Bourgogne FG French Oak Puncheon 500L 3yr Fire Cru+ TH,Y
6386,Saury Bourgogne FG,CT BGF 3yr Imm House,Euro,1300,1327,1895,1950,1825,1870,Puncheon 500L,3yr,Immersion,House,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion House,6386,Saury Bourgogne,French Oak,CT BGF 3yr Imm House,customer name,Saury Bourgogne FG 500L 3yr Imm House,Saury Bourgogne FG French Oak Puncheon 500L 3yr Immersion House,Y
6387,Saury Bourgogne FG,CT BGF 3yr Imm House TH,Euro,1300,1327,1915,1970,1845,1890,Puncheon 500L,3yr,Immersion,House TH,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion House TH,6387,Saury Bourgogne,French Oak,CT BGF 3yr Imm House TH,customer name,Saury Bourgogne FG 500L 3yr Imm House TH,Saury Bourgogne FG French Oak Puncheon 500L 3yr Immersion House TH,Y
6388,Saury Bourgogne FG,CT BGF 3yr Imm ML ,Euro,1300,1327,1895,1950,1825,1870,Puncheon 500L,3yr,Immersion,Med Long,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion ML ,6388,Saury Bourgogne,French Oak,CT BGF 3yr Imm ML ,customer name,Saury Bourgogne FG 500L 3yr Imm ML ,Saury Bourgogne FG French Oak Puncheon 500L 3yr Immersion Med Long,Y
6389,Saury Bourgogne FG,CT BGF 3yr Imm ML TH,Euro,1300,1327,1915,1970,1845,1890,Puncheon 500L,3yr,Immersion,Med Long TH,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion ML TH,6389,Saury Bourgogne,French Oak,CT BGF 3yr Imm ML TH,customer name,Saury Bourgogne FG 500L 3yr Imm ML TH,Saury Bourgogne FG French Oak Puncheon 500L 3yr Immersion Med Long TH,Y
7498,Saury Bourgogne FG,CT BGF 3yr Imm Cru,Euro,1300,1327,1895,1950,1825,1870,Puncheon 500L,3yr,Immersion,Cru,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru,7498,Saury Bourgogne,French Oak,CT BGF 3yr Imm Cru,customer name,Saury Bourgogne FG 500L 3yr Imm Cru,Saury Bourgogne FG French Oak Puncheon 500L 3yr Immersion Cru,Y
7499,Saury Bourgogne FG,CT BGF 3yr Imm Cru TH,Euro,1300,1327,1915,1970,1845,1890,Puncheon 500L,3yr,Immersion,Cru TH,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru TH,7499,Saury Bourgogne,French Oak,CT BGF 3yr Imm Cru TH,customer name,Saury Bourgogne FG 500L 3yr Imm Cru TH,Saury Bourgogne FG French Oak Puncheon 500L 3yr Immersion Cru TH,Y
7556,Saury Bourgogne FG,CT BGF 3yr Imm Cru+,Euro,1300,1327,1895,1950,1825,1870,Puncheon 500L,3yr,Immersion,Cru+,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru+,7556,Saury Bourgogne,French Oak,CT BGF 3yr Imm Cru+,customer name,Saury Bourgogne FG 500L 3yr Imm Cru+,Saury Bourgogne FG French Oak Puncheon 500L 3yr Immersion Cru+,Y
7557,Saury Bourgogne FG,CT BGF 3yr Imm Cru+ TH,Euro,1300,1327,1915,1970,1845,1890,Puncheon 500L,3yr,Immersion,Cru+ TH,fine,French Oak,ex W,Bourgogne,FG 3yr Immersion Cru+ TH,7557,Saury Bourgogne,French Oak,CT BGF 3yr Imm Cru+ TH,customer name,Saury Bourgogne FG 500L 3yr Imm Cru+ TH,Saury Bourgogne FG French Oak Puncheon 500L 3yr Immersion Cru+ TH,Y
6399,Saury Bourgogne FG,DM BGF 3yr House,Euro,0,0,0,0,0,0,Demi Muid 600L,3yr,Fire,House,Fine,French Oak,ex W,Bourgogne,FG 3yr House,6399,Saury Bourgogne,French Oak,DM BGF 3yr House,customer name,Saury Bourgogne FG 600L 3yr House,Saury Bourgogne FG French Oak Demi Muid 600L 3yr Fire House,N
8770,Unleashed,Unleashed 225L,Euro,815,832,1065,1100,1035,1060,Bordeaux Export 225L,Unleashed,Unleashed,Unleashed,Unleashed,French Oak,ex W,UNLEASHED LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8770,UNLEASHED,French Oak,Unleashed 225L,customer name,Unleashed 225L,Unleashed French Oak Bordeaux Export 225L Unleashed Unleashed,Y
8771,Unleashed,Unleashed 228L,Euro,803,824,1065,1100,1035,1060,Burgundy Export 228L,Unleashed,Unleashed,Unleashed,Unleashed,French Oak,ex W,UNLEASHED LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8771,UNLEASHED,French Oak,Unleashed 228L,customer name,Unleashed 228L,Unleashed French Oak Burgundy Export 228L Unleashed Unleashed,Y
8772,Unleashed,Unleashed 300L,Euro,898,917,1195,1235,1160,1185,Hogshead 300L,Unleashed,Unleashed,Unleashed,Unleashed,French Oak,ex W,UNLEASHED LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8772,UNLEASHED,French Oak,Unleashed 300L,customer name,Unleashed 300L,Unleashed French Oak Hogshead 300L Unleashed Unleashed,Y
8773,Unleashed,Unleashed 400L,Euro,1100,1122,0,0,0,0,Botte 400L,Unleashed,Unleashed,Unleashed,Unleashed,French Oak,ex W,UNLEASHED LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8773,UNLEASHED,French Oak,Unleashed 400L,customer name,Unleashed 400L,Unleashed French Oak Botte 400L Unleashed Unleashed,Y
8774,Unleashed,Unleashed 500L,Euro,1300,1327,1795,1850,1740,1780,Puncheon 500L,Unleashed,Unleashed,Unleashed,Unleashed,French Oak,ex W,UNLEASHED LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8774,UNLEASHED,French Oak,Unleashed 500L,customer name,Unleashed 500L,Unleashed French Oak Puncheon 500L Unleashed Unleashed,Y
8775,Unleashed,Unleashed 600L,Euro,0,0,0,0,0,0,Demi Muid 600L,Unleashed,Unleashed,Unleashed,Unleashed,French Oak,ex W,UNLEASHED LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8775,UNLEASHED,French Oak,Unleashed 600L,customer name,Unleashed 600L,Unleashed French Oak Demi Muid 600L Unleashed Unleashed,Y
8790,Saury Massif,Saury Massif 225L,Euro,662,691,905,935,875,895,Bordeaux Export 225L,Massif,Massif,Massif,Massif,French Oak,ex W,MASSIF LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8790,SAURY MASSIF,French Oak,Saury Massif 225L,customer name,Saury Massif 225L,Saury Massif French Oak Bordeaux Export 225L Massif Massif,Y
8791,Saury Massif,Saury Massif 228L,Euro,680,695,905,935,875,895,Burgundy Export 228L,Massif,Massif,Massif,Massif,French Oak,ex W,MASSIF LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8791,SAURY MASSIF,French Oak,Saury Massif 228L,customer name,Saury Massif 228L,Saury Massif French Oak Burgundy Export 228L Massif Massif,Y
8787,Saury Massif,Saury Massif 228L TH,Euro,680,695,925,955,895,915,Burgundy Export 228L TH,Massif,Massif,Massif,Massif,French Oak,ex W,MASSIF LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8787,SAURY MASSIF,French Oak,Saury Massif 228L TH,customer name,Saury Massif 228L TH,Saury Massif French Oak Burgundy Export 228L TH Massif Massif,Y
8792,Saury Massif,Saury Massif 300L,Euro,802,819,1085,1120,1045,1070,Hogshead 300L,Massif,Massif,Massif,Massif,French Oak,ex W,MASSIF LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8792,SAURY MASSIF,French Oak,Saury Massif 300L,customer name,Saury Massif 300L,Saury Massif French Oak Hogshead 300L Massif Massif,Y
8793,Saury Massif,Saury Massif 400L,Euro,934,955,0,0,0,0,Botte 400L,Massif,Massif,Massif,Massif,French Oak,ex W,MASSIF LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8793,SAURY MASSIF,French Oak,Saury Massif 400L,customer name,Saury Massif 400L,Saury Massif French Oak Botte 400L Massif Massif,Y
8794,Saury Massif,Saury Massif 500L,Euro,1165,1186,1630,1680,1560,1600,Puncheon 500L,Massif,Massif,Massif,Massif,French Oak,ex W,MASSIF LOGO ONLY (ONE HEAD),NO OTHER MARKINGS,8794,SAURY MASSIF,French Oak,Saury Massif 500L,customer name,Saury Massif 500L,Saury Massif French Oak Puncheon 500L Massif Massif,Y
6450,Saury,XT US M,USD,592,592,820,850,790,810,Bordeaux Export 225L ,2yr,Fire,M,fine,American Oak,ex W,American Oak,M,6450,Saury,American Oak,XT US M,customer name,Saury AO Bord Exp 225L M,Saury American Oak Bordeaux Export 225L  Fire M,Y
6455,Saury,XT US M TH,USD,592,592,840,870,810,830,Bordeaux Export 225L,2yr,Fire,M TH,fine,American Oak,ex W,American Oak,M TH,6455,Saury,American Oak,XT US M TH,customer name,Saury AO Bord Exp 225L M TH,Saury American Oak Bordeaux Export 225L Fire M TH,Y
6456,Saury,Sonoma XT M-S TH,USD,592,592,840,870,810,830,Bordeaux Export 225L,2yr,Fire,M-S TH,fine,American Oak,ex W,American Oak,M-S TH,6456,Saury,American Oak,Sonoma XT M-S TH,customer name,,Saury American Oak Bordeaux Export 225L Fire M-S TH,Y
6460,Saury,XT US M+,USD,592,592,820,850,790,810,Bordeaux Export 225L,2yr,Fire,M+,fine,American Oak,ex W,American Oak,M+,6460,Saury,American Oak,XT US M+,customer name,Saury AO Bord Exp 225L M+,Saury American Oak Bordeaux Export 225L Fire M+,Y
6465,Saury,XT US M+ TH,USD,592,592,840,870,810,830,Bordeaux Export 225L,2yr,Fire,M+ TH,fine,American Oak,ex W,American Oak,M+ TH,6465,Saury,American Oak,XT US M+ TH,customer name,Saury AO Bord Exp 225L M+ TH,Saury American Oak Bordeaux Export 225L Fire M+ TH,Y
6466,Saury,XT US Lumiere,USD,592,592,820,850,790,810,Bordeaux Export 225L,2yr,Fire,Lumiere,fine,American Oak,ex W,American Oak,Lumiere,6466,Saury,American Oak,XT US Lumiere,customer name,Saury AO Bord Exp 225L Lumiere,Saury American Oak Bordeaux Export 225L Fire Lumiere,Y
6467,Saury,XT US Lumiere TH,USD,592,592,840,870,810,830,Bordeaux Export 225L,2yr,Fire,Lumiere TH,fine,American Oak,ex W,American Oak,Lumiere TH,6467,Saury,American Oak,XT US Lumiere TH,customer name,Saury AO Bord Exp 225L Lumiere TH,Saury American Oak Bordeaux Export 225L Fire Lumiere TH,Y
6480,Saury,XT US Imm M,USD,592,592,820,850,790,810,Bordeaux Export 225L,2yr,Immersion,M,fine,American Oak,ex W,American Oak,Immersion M ,6480,Saury,American Oak,XT US Imm M,customer name,Saury AO Bord Exp 225L Imm M ,Saury American Oak Bordeaux Export 225L Immersion M,Y
6482,Saury,XT US Imm M TH,USD,592,592,840,870,810,830,Bordeaux Export 225L,2yr,Immersion,M TH,fine,American Oak,ex W,American Oak,Immersion M TH,6482,Saury,American Oak,XT US Imm M TH,customer name,Saury AO Bord Exp 225L Imm M TH,Saury American Oak Bordeaux Export 225L Immersion M TH,Y
6485,Saury,XT US Imm M+,USD,592,592,820,850,790,810,Bordeaux Export 225L,2yr,Immersion,M+,fine,American Oak,ex W,American Oak,Immersion M+,6485,Saury,American Oak,XT US Imm M+,customer name,Saury AO Bord Exp 225L Imm M+,Saury American Oak Bordeaux Export 225L Immersion M+,Y
6490,Saury,XT US Imm M+ TH,USD,592,592,840,870,810,830,Bordeaux Export 225L,2yr,Immersion,M+ TH,fine,American Oak,ex W,American Oak,Immersion M+ TH,6490,Saury,American Oak,XT US Imm M+ TH,customer name,Saury AO Bord Exp 225L Imm M+ TH,Saury American Oak Bordeaux Export 225L Immersion M+ TH,Y
6478,Saury,XT US Imm Lumiere,USD,592,592,820,850,790,810,Bordeaux Export 225L,2yr,Immersion,Lumiere,fine,American Oak,ex W,American Oak,Immersion Lumiere,6478,Saury,American Oak,XT US Imm Lumiere,customer name,Saury AO Bord Exp 225L Imm Lumiere,Saury American Oak Bordeaux Export 225L Immersion Lumiere,Y
6479,Saury,XT US Imm Lumiere TH,USD,592,592,840,870,810,830,Bordeaux Export 225L,2yr,Immersion,Lumiere TH,fine,American Oak,ex W,American Oak,Immersion Lumiere TH,6479,Saury,American Oak,XT US Imm Lumiere TH,customer name,Saury AO Bord Exp 225L Imm Lumiere TH,Saury American Oak Bordeaux Export 225L Immersion Lumiere TH,Y
6491,Saury,XT US 3yr M,USD,627,627,840,870,810,830,Bordeaux Export 225L,3yr,Fire,M,fine,American Oak,ex W,American Oak,3yr M,6491,Saury,American Oak,XT US 3yr M,customer name,Saury AO Bord Exp 225L 3yr M,Saury American Oak Bordeaux Export 225L 3yr Fire M,Y
6492,Saury,XT US 3yr M TH,USD,627,627,860,890,830,850,Bordeaux Export 225L,3yr,Fire,M TH,fine,American Oak,ex W,American Oak,3yr M TH,6492,Saury,American Oak,XT US 3yr M TH,customer name,Saury AO Bord Exp 225L 3yr M TH,Saury American Oak Bordeaux Export 225L 3yr Fire M TH,Y
6493,Saury,XT US 3yr M+,USD,627,627,840,870,810,830,Bordeaux Export 225L,3yr,Fire,M+,fine,American Oak,ex W,American Oak,3yr M+,6493,Saury,American Oak,XT US 3yr M+,customer name,Saury AO Bord Exp 225L 3yr M+,Saury American Oak Bordeaux Export 225L 3yr Fire M+,Y
6494,Saury,XT US 3yr M+ TH,USD,627,627,860,890,830,850,Bordeaux Export 225L,3yr,Fire,M+ TH,fine,American Oak,ex W,American Oak,3yr M+ TH,6494,Saury,American Oak,XT US 3yr M+ TH,customer name,Saury AO Bord Exp 225L 3yr M+ TH,Saury American Oak Bordeaux Export 225L 3yr Fire M+ TH,Y
6501,Saury,XT US 3yr Lumiere,USD,627,627,840,870,810,830,Bordeaux Export 225L,3yr,Fire,Lumiere,fine,American Oak,ex W,American Oak,3yr Lumiere,6501,Saury,American Oak,XT US 3yr Lumiere,customer name,Saury AO Bord Exp 225L 3yr Lumiere,Saury American Oak Bordeaux Export 225L 3yr Fire Lumiere,Y
6502,Saury,XT US 3yr Lumiere TH,USD,627,627,860,890,830,850,Bordeaux Export 225L,3yr,Fire,Lumiere TH,fine,American Oak,ex W,American Oak,3yr Lumiere TH,6502,Saury,American Oak,XT US 3yr Lumiere TH,customer name,Saury AO Bord Exp 225L 3yr Lumiere TH,Saury American Oak Bordeaux Export 225L 3yr Fire Lumiere TH,Y
6509,Saury,XT US 3yr Imm Lumiere+ TH,USD,627,627,860,890,830,850,Bordeaux Export 225L,3yr,Immersion,Lumiere Plus TH,fine,American Oak,ex W,American Oak,3yr Imm Lumiere+ TH,6509,Saury,American Oak,XT US 3yr Imm Lumiere+ TH,customer name,Saury AO Bord Exp 225L 3yr Imm Lumiere Plus TH,Saury American Oak Bordeaux Export 225L 3yr Immersion Lumiere Plus TH,Y
6503,Saury,XT US 3yr H,USD,627,627,840,870,810,830,Bordeaux Export 225L,3yr,Fire,H,fine,American Oak,ex W,American Oak,3yr H,6503,Saury,American Oak,XT US 3yr H,customer name,Saury AO Bord Exp 225L 3yr H,Saury American Oak Bordeaux Export 225L 3yr Fire H,Y
6504,Saury,XT US 3yr BG House,USD,627,627,840,870,810,830,Bordeaux Export 225L,3yr,Fire,BG House,fine,American Oak,ex W,American Oak,3yr BG House,6504,Saury,American Oak,XT US 3yr BG House,customer name,Saury AO Bord Exp 225L 3yr BG House,Saury American Oak Bordeaux Export 225L 3yr Fire BG House,Y
6495,Saury,XT US 3yr Imm M,USD,627,627,840,870,810,830,Bordeaux Export 225L,3yr,Immersion,M,fine,American Oak,ex W,American Oak,3yr Immersion M ,6495,Saury,American Oak,XT US 3yr Imm M,customer name,Saury AO Bord Exp 225L 3yr Imm M ,Saury American Oak Bordeaux Export 225L 3yr Immersion M,Y
